nic_4digit,nic_2digit,sector_name,region,year,inr_usd,intensity_kg_co2e_per_inr_lakh,log_intensity,is_augmented
293,29,Auto parts and accessories,east,2020,74.2,0.52136568,-0.65130361,1
891,8,Mining of chemical minerals,central,2013,58.6,0.19247774,-1.64777477,1
731,73,Advertising,south,2014,61.0,0.00823157,-4.79977837,1
244,24,"Lead, zinc, and tin",central,2015,65.5,3.78557089,1.3311967,1
510,5,Mining of hard coal,east,2011,46.7,0.20335213,-1.59281619,0
411,41,Building construction,north,2018,68.4,0.26506499,-1.32778023,1
581,58,Publishing,north,2014,61.0,0.02655536,-3.62852374,0
771,77,Renting of equipment,north,2016,67.1,0.02706989,-3.60933309,1
421,42,Roads and railways construction,north,2011,46.7,0.40436402,-0.90543978,1
222,22,Plastic products,east,2011,46.7,0.31540227,-1.15390641,1
271,27,Electric motors,south,2013,58.6,0.52099849,-0.65200814,0
301,30,Ships and boats,central,2013,58.6,0.47022878,-0.75453594,1
531,53,Postal activities,west,2017,65.1,0.07309696,-2.61596852,1
262,26,Computers and peripherals,north,2017,65.1,0.19227175,-1.64884556,1
471,47,Retail in non-specialised stores,south,2018,68.4,0.01764258,-4.03744016,1
861,86,Hospital activities,south,2015,65.5,0.05331192,-2.93159534,1
121,1,Growing vegetables,east,2013,58.6,0.04560748,-3.08768363,1
741,74,Design activities,central,2016,67.1,0.00673479,-5.00046882,0
711,71,Architecture and engineering,central,2019,70.4,0.01279987,-4.35832024,1
310,31,Furniture,south,2021,73.9,0.16633257,-1.79376608,0
241,24,Basic iron and steel,north,2014,61.0,2.49822747,0.91558147,1
360,36,Water collection and supply,north,2010,45.7,0.08851319,-2.4246037,1
181,18,Printing and publishing,south,2015,65.5,0.06325298,-2.76061305,1
310,31,Furniture,east,2014,61.0,0.19118422,-1.65451781,1
360,36,Water collection and supply,south,2015,65.5,0.08077927,-2.51603486,1
853,85,Secondary education,east,2023,83.1,0.00903988,-4.70610976,1
861,86,Hospital activities,south,2013,58.6,0.03711335,-3.29377857,1
411,41,Building construction,central,2022,78.6,0.23369979,-1.45371792,1
475,47,Retail of household goods,east,2020,74.2,0.01627008,-4.11842743,1
210,2,Forestry and logging,east,2016,67.1,0.02173658,-3.82875888,1
202,20,Agrochemicals,east,2010,45.7,0.59691559,-0.51597956,1
102,10,Processing fish,central,2010,45.7,0.12928761,-2.04571586,1
370,37,Sewerage treatment,west,2017,65.1,0.14056146,-1.96211043,1
239,23,Other non-metallic mineral products,east,2021,73.9,0.42348329,-0.85924122,0
103,10,Processing fruits and vegetables,east,2022,78.6,0.08973376,-2.41090823,1
431,43,Demolition and site preparation,west,2023,83.1,0.11679814,-2.14730813,1
900,90,Creative and performing arts,west,2017,65.1,0.01140404,-4.47378738,1
891,8,Mining of chemical minerals,south,2016,67.1,0.14814658,-1.90955307,1
493,49,Other land passenger transport,central,2021,73.9,0.1142361,-2.16948795,1
771,77,Renting of equipment,south,2019,70.4,0.02244089,-3.79687036,1
120,12,Tobacco products,west,2014,61.0,0.05982559,-2.81632185,1
710,7,Mining of iron ores,east,2022,78.6,0.1872336,-1.67539825,1
471,47,Retail in non-specialised stores,south,2023,83.1,0.01547946,-4.16824136,0
161,16,Sawmilling and planing,north,2020,74.2,0.09440022,-2.36021188,1
293,29,Auto parts and accessories,east,2021,73.9,0.42011239,-0.867233,1
131,13,Spinning and weaving,north,2010,45.7,0.22165797,-1.50661978,0
241,24,Basic iron and steel,south,2016,67.1,2.19727147,0.78721635,1
620,62,Computer programming and consultancy,north,2021,73.9,0.01144127,-4.47052827,1
771,77,Renting of equipment,central,2010,45.7,0.03152404,-3.45700492,1
263,26,Communication equipment,central,2022,78.6,0.19784241,-1.62028449,1
271,27,Electric motors,north,2021,73.9,0.46304582,-0.76992927,1
241,24,Basic iron and steel,central,2021,73.9,2.16096235,0.77055366,1
810,8,Quarrying of stone,north,2014,61.0,0.08724755,-2.43900576,1
205,20,Soap and detergents,south,2012,53.4,0.36278901,-1.01393386,1
107,10,Bakery products,east,2023,83.1,0.07265303,-2.62206015,1
710,7,Mining of iron ores,west,2012,53.4,0.24276717,-1.41565245,0
204,20,Pharmaceuticals,west,2020,74.2,0.16117858,-1.82524232,1
710,7,Mining of iron ores,north,2022,78.6,0.23864911,-1.43276098,1
710,7,Mining of iron ores,west,2015,65.5,0.20807881,-1.56983836,1
851,85,Pre-primary education,south,2015,65.5,0.01217945,-4.40800542,1
263,26,Communication equipment,central,2016,67.1,0.23346775,-1.45471132,1
303,30,Aircraft,central,2010,45.7,0.43288433,-0.83728471,1
381,38,Collection of non-hazardous waste,south,2022,78.6,0.06790676,-2.68961965,1
242,24,Basic precious metals,south,2016,67.1,0.70349725,-0.35169131,1
271,27,Electric motors,central,2017,65.1,0.52438642,-0.64552642,1
900,90,Creative and performing arts,east,2021,73.9,0.01492373,-4.20480288,1
561,56,Restaurants,west,2015,65.5,0.05891601,-2.83164237,0
600,6,Extraction of crude petroleum,central,2015,65.5,0.27081343,-1.30632513,1
251,25,Structural metal products,north,2015,65.5,0.79120988,-0.23419201,1
222,22,Plastic products,east,2016,67.1,0.39744106,-0.92270862,1
321,32,Jewellery,west,2012,53.4,0.24627747,-1.40129644,1
710,7,Mining of iron ores,east,2010,45.7,0.29784068,-1.21119658,0
242,24,Basic precious metals,central,2014,61.0,0.90885352,-0.09557134,1
103,10,Processing fruits and vegetables,central,2013,58.6,0.10094782,-2.29315151,1
110,11,Beverages,west,2014,61.0,0.08763778,-2.43454309,1
262,26,Computers and peripherals,central,2019,70.4,0.18362948,-1.69483522,1
254,25,Fasteners and springs,north,2015,65.5,0.77136677,-0.25959131,1
102,10,Processing fish,west,2022,78.6,0.10258135,-2.27709917,1
360,36,Water collection and supply,south,2023,83.1,0.06294192,-2.76554289,1
611,61,Wired telecommunications,north,2023,83.1,0.04004568,-3.21773435,1
121,1,Growing vegetables,central,2016,67.1,0.04144684,-3.18334373,1
141,14,Wearing apparel,south,2010,45.7,0.1226908,-2.09808795,1
263,26,Communication equipment,west,2013,58.6,0.21981246,-1.51498054,1
102,10,Processing fish,central,2020,74.2,0.1006362,-2.29624325,0
381,38,Collection of non-hazardous waste,south,2010,45.7,0.0910475,-2.39637395,1
232,23,Refractory products,south,2011,46.7,0.49203729,-0.70920078,1
222,22,Plastic products,south,2023,83.1,0.26831062,-1.31560993,0
421,42,Roads and railways construction,east,2012,53.4,0.37891317,-0.9704482,1
812,81,Building cleaning,south,2010,45.7,0.02062073,-3.88145845,1
501,50,Sea transport,north,2017,65.1,0.01794845,-4.02025134,1
741,74,Design activities,north,2012,53.4,0.00843256,-4.7756552,1
871,87,Residential care,north,2023,83.1,0.02799445,-3.57574913,1
561,56,Restaurants,central,2013,58.6,0.08440668,-2.47210877,1
321,32,Jewellery,south,2016,67.1,0.2969191,-1.21429557,1
462,46,Wholesale of textiles,central,2022,78.6,0.02750198,-3.59349743,0
252,25,Tanks and reservoirs,central,2013,58.6,0.70614374,-0.34793646,1
245,24,Copper products,central,2022,78.6,2.93201802,1.07569093,1
531,53,Postal activities,west,2014,61.0,0.07622617,-2.57405048,1
241,24,Basic iron and steel,north,2011,46.7,2.43879177,0.89150274,0
161,16,Sawmilling and planing,west,2013,58.6,0.0843666,-2.47258366,1
254,25,Fasteners and springs,central,2023,83.1,0.67883788,-0.38737294,1
431,43,Demolition and site preparation,west,2011,46.7,0.14781742,-1.91177739,1
521,52,Cargo warehousing,west,2019,70.4,0.04447137,-3.11290977,1
110,11,Beverages,south,2012,53.4,0.15437522,-1.86836913,1
191,19,Coke oven products,north,2012,53.4,0.97986144,-0.02034411,1
531,53,Postal activities,north,2012,53.4,0.10320209,-2.27106621,1
721,72,R&D — natural sciences,north,2018,68.4,0.02306776,-3.7693192,1
321,3,Aquaculture,east,2021,73.9,0.06219611,-2.77746289,1
651,65,Insurance,south,2023,83.1,0.00409493,-5.49800663,1
171,17,Pulp and paper,east,2011,46.7,0.36956749,-0.9954219,1
891,8,Mining of chemical minerals,north,2010,45.7,0.26815121,-1.31620424,1
641,64,Banking,south,2020,74.2,0.00735456,-4.91243475,0
741,74,Design activities,central,2015,65.5,0.00721912,-4.93102168,1
352,35,Gas distribution,south,2018,68.4,0.46203657,-0.77211123,1
211,21,Basic pharmaceuticals,east,2019,70.4,0.20764165,-1.57194152,1
203,20,Paints and coatings,east,2023,83.1,0.37481637,-0.98131905,1
310,31,Furniture,east,2022,78.6,0.19901515,-1.61437434,0
261,26,Electronic components,west,2015,65.5,0.30529207,-1.18648637,0
900,90,Creative and performing arts,north,2017,65.1,0.0137981,-4.28322442,1
303,30,Aircraft,east,2019,70.4,0.31566129,-1.1530855,1
383,38,Recycling of metal waste,west,2011,46.7,0.0780941,-2.5498408,1
191,19,Coke oven products,east,2014,61.0,1.15892792,0.14749537,1
111,1,Growing cereals,central,2014,61.0,0.06102368,-2.79649335,0
291,29,Motor vehicles,south,2022,78.6,0.32586966,-1.12125781,1
310,31,Furniture,west,2020,74.2,0.14205873,-1.95151474,1
462,46,Wholesale of textiles,south,2022,78.6,0.02545647,-3.6707852,1
111,1,Growing cereals,north,2010,45.7,0.07900412,-2.53825533,1
462,46,Wholesale of textiles,west,2016,67.1,0.03595677,-3.3254379,1
462,46,Wholesale of textiles,east,2014,61.0,0.03153243,-3.45673886,1
151,15,Leather tanning,west,2019,70.4,0.15097558,-1.89063717,1
303,30,Aircraft,north,2018,68.4,0.32708791,-1.1175263,1
492,49,Freight rail transport,central,2016,67.1,0.03142901,-3.46002378,0
275,27,Domestic appliances,central,2010,45.7,0.40106308,-0.91363655,1
221,22,Rubber products,south,2022,78.6,0.28040807,-1.27150934,1
222,22,Plastic products,south,2017,65.1,0.32172137,-1.13406941,1
232,23,Refractory products,north,2022,78.6,0.69194319,-0.36825142,1
254,25,Fasteners and springs,north,2013,58.6,0.73440505,-0.30869456,1
205,20,Soap and detergents,north,2021,73.9,0.23096347,-1.4654957,1
263,26,Communication equipment,east,2015,65.5,0.30856892,-1.17581005,1
206,20,Other chemical products,north,2014,61.0,0.34010263,-1.07850787,1
289,28,Other special machinery,north,2010,45.7,0.73415739,-0.30903184,1
252,25,Tanks and reservoirs,north,2018,68.4,0.58455625,-0.53690227,1
121,1,Growing vegetables,south,2010,45.7,0.04544363,-3.09128256,1
931,93,Sports activities,west,2017,65.1,0.02662809,-3.62578851,1
221,22,Rubber products,east,2020,74.2,0.35594573,-1.03297699,1
492,49,Freight rail transport,east,2013,58.6,0.03869702,-3.25199259,1
204,20,Pharmaceuticals,south,2020,74.2,0.19807806,-1.61909407,1
631,63,Data processing,north,2019,70.4,0.03189613,-3.4452706,1
352,35,Gas distribution,central,2021,73.9,0.41074101,-0.88979242,1
812,81,Building cleaning,central,2021,73.9,0.01506462,-4.19540613,0
242,24,Basic precious metals,east,2016,67.1,0.89563804,-0.11021892,1
252,25,Tanks and reservoirs,east,2013,58.6,0.73684891,-0.30537241,1
383,38,Recycling of metal waste,north,2015,65.5,0.05829865,-2.84217637,1
491,49,Passenger rail transport,east,2013,58.6,0.0538826,-2.92094762,0
262,26,Computers and peripherals,south,2011,46.7,0.17212691,-1.75952324,1
107,10,Bakery products,north,2012,53.4,0.10641228,-2.24043426,1
105,10,Dairy products,central,2020,74.2,0.1438351,-1.93908778,1
521,52,Cargo warehousing,east,2012,53.4,0.06636039,-2.71265492,1
205,20,Soap and detergents,east,2016,67.1,0.31590454,-1.15231518,1
512,51,Air freight,east,2018,68.4,1.16891998,0.15608022,1
581,58,Publishing,north,2015,65.5,0.03789425,-3.27295591,1
107,10,Bakery products,central,2019,70.4,0.05844891,-2.83960217,1
107,10,Bakery products,west,2023,83.1,0.06469172,-2.73812203,1
151,1,Mixed farming,east,2017,65.1,0.09053433,-2.4020262,1
201,20,Basic chemicals,central,2010,45.7,0.71599795,-0.33407797,1
151,15,Leather tanning,east,2016,67.1,0.13844904,-1.97725295,1
461,46,Wholesale of agricultural materials,north,2017,65.1,0.03391832,-3.38380014,1
321,32,Jewellery,north,2018,68.4,0.34937961,-1.05159623,1
611,61,Wired telecommunications,central,2020,74.2,0.04327418,-3.14019916,1
871,87,Residential care,north,2010,45.7,0.03283922,-3.41613186,1
620,62,Computer programming and consultancy,west,2022,78.6,0.01100079,-4.50978816,0
881,88,Social work,south,2014,61.0,0.00965126,-4.64066663,1
206,20,Other chemical products,central,2011,46.7,0.43408189,-0.83452208,1
641,64,Banking,east,2020,74.2,0.00734971,-4.91309458,1
271,27,Electric motors,south,2021,73.9,0.53568368,-0.62421144,1
631,63,Data processing,east,2014,61.0,0.026354,-3.63613504,1
141,14,Wearing apparel,south,2014,61.0,0.11089886,-2.1991367,1
104,10,Vegetable and animal oils,south,2011,46.7,0.06521131,-2.73012234,1
261,26,Electronic components,east,2022,78.6,0.30253622,-1.19555428,1
851,85,Pre-primary education,central,2017,65.1,0.01408991,-4.26229664,1
301,30,Ships and boats,central,2012,53.4,0.36954498,-0.9954828,1
161,16,Sawmilling and planing,east,2023,83.1,0.08490932,-2.4661714,1
521,52,Cargo warehousing,central,2011,46.7,0.06284072,-2.76715208,1
205,20,Soap and detergents,north,2020,74.2,0.21115135,-1.55518012,1
720,7,Mining of non-ferrous metal ores,west,2022,78.6,0.21767195,-1.52476618,1
383,38,Recycling of metal waste,central,2018,68.4,0.06684373,-2.70539781,1
151,15,Leather tanning,south,2014,61.0,0.14103794,-1.95872637,1
301,30,Ships and boats,north,2015,65.5,0.51528937,-0.66302665,1
351,35,Generation of electricity,central,2018,68.4,1.07772533,0.07485264,1
241,24,Basic iron and steel,central,2015,65.5,2.1932264,0.7853737,1
411,41,Building construction,west,2023,83.1,0.22469379,-1.49301676,1
451,45,Sale of motor vehicles,west,2014,61.0,0.02191185,-3.82072768,1
232,23,Refractory products,south,2013,58.6,0.63486983,-0.4543353,1
651,65,Insurance,east,2013,58.6,0.00648824,-5.03776328,1
861,86,Hospital activities,south,2014,61.0,0.03957999,-3.22943162,1
600,6,Extraction of crude petroleum,east,2018,68.4,0.26998373,-1.30939359,1
741,74,Design activities,east,2023,83.1,0.00532222,-5.23586562,1
192,19,Refined petroleum products,north,2023,83.1,0.70349201,-0.35169876,0
171,17,Pulp and paper,north,2022,78.6,0.2535677,-1.37212443,1
101,10,Processing meat,east,2021,73.9,0.11034893,-2.20410785,1
151,1,Mixed farming,north,2016,67.1,0.08527032,-2.4619288,1
192,19,Refined petroleum products,east,2016,67.1,1.03652184,0.03587073,1
382,38,Treatment of non-hazardous waste,south,2016,67.1,0.27253331,-1.29999444,1
104,10,Vegetable and animal oils,west,2015,65.5,0.11171645,-2.19179134,1
181,18,Printing and publishing,north,2021,73.9,0.05713146,-2.86240043,1
205,20,Soap and detergents,south,2011,46.7,0.2227369,-1.50176402,1
211,21,Basic pharmaceuticals,south,2020,74.2,0.20154148,-1.60176006,1
810,8,Quarrying of stone,east,2021,73.9,0.07919688,-2.53581844,0
731,73,Advertising,central,2018,68.4,0.00804532,-4.82266507,1
281,28,General machinery,central,2013,58.6,0.72932362,-0.31563772,1
931,93,Sports activities,central,2011,46.7,0.03056099,-3.48803095,1
851,85,Pre-primary education,south,2020,74.2,0.01159013,-4.45760122,1
263,26,Communication equipment,north,2021,73.9,0.22464754,-1.49322261,1
861,86,Hospital activities,north,2010,45.7,0.05937267,-2.82392127,0
383,38,Recycling of metal waste,west,2014,61.0,0.08411655,-2.47555191,1
242,24,Basic precious metals,north,2016,67.1,0.89316329,-0.11298586,1
851,85,Pre-primary education,east,2011,46.7,0.01495443,-4.20274737,1
211,21,Basic pharmaceuticals,west,2013,58.6,0.16821042,-1.7825396,1
235,23,Cement and lime,south,2017,65.1,0.87957561,-0.12831575,0
641,64,Banking,south,2023,83.1,0.00635028,-5.05925677,1
492,49,Freight rail transport,east,2016,67.1,0.03442225,-3.369052,0
431,43,Demolition and site preparation,east,2010,45.7,0.1987198,-1.61585949,1
203,20,Paints and coatings,east,2018,68.4,0.35329858,-1.04044174,1
293,29,Auto parts and accessories,central,2013,58.6,0.32501896,-1.12387176,1
881,88,Social work,east,2013,58.6,0.00818132,-4.80590217,1
251,25,Structural metal products,north,2014,61.0,0.6708239,-0.39924862,1
782,78,Temporary employment agencies,south,2011,46.7,0.00768675,-4.8682569,1
293,29,Auto parts and accessories,west,2012,53.4,0.45952336,-0.7775655,1
462,46,Wholesale of textiles,north,2016,67.1,0.03232699,-3.4318529,0
271,27,Electric motors,east,2013,58.6,0.57906981,-0.54633223,1
851,85,Pre-primary education,south,2017,65.1,0.01430586,-4.24708572,1
382,38,Treatment of non-hazardous waste,north,2011,46.7,0.27742869,-1.28219134,0
252,25,Tanks and reservoirs,west,2011,46.7,0.52557797,-0.64325672,1
370,37,Sewerage treatment,west,2011,46.7,0.10809466,-2.22474797,1
551,55,Hotels,north,2019,70.4,0.08990282,-2.40902594,1
261,26,Electronic components,north,2017,65.1,0.40146861,-0.91262592,1
205,20,Soap and detergents,east,2020,74.2,0.20492016,-1.58513485,1
681,68,Real estate activities,south,2017,65.1,0.01590806,-4.14092957,1
106,10,Grain mill products,east,2012,53.4,0.10599549,-2.24435877,1
812,81,Building cleaning,east,2023,83.1,0.01413571,-4.25905133,1
252,25,Tanks and reservoirs,north,2018,68.4,0.67582822,-0.39181635,0
741,74,Design activities,north,2010,45.7,0.00646906,-5.04072496,1
721,72,R&D — natural sciences,central,2020,74.2,0.02044475,-3.89002896,1
103,10,Processing fruits and vegetables,central,2021,73.9,0.08240382,-2.49612354,1
710,7,Mining of iron ores,central,2017,65.1,0.24186091,-1.41939247,1
141,1,Raising cattle,south,2021,73.9,0.18573607,-1.68342861,1
239,23,Other non-metallic mineral products,east,2018,68.4,0.52320318,-0.64778541,1
291,29,Motor vehicles,west,2011,46.7,0.47487784,-0.74469768,1
491,49,Passenger rail transport,central,2014,61.0,0.03970793,-3.22620433,1
491,49,Passenger rail transport,central,2020,74.2,0.0354861,-3.3386143,1
351,35,Generation of electricity,north,2010,45.7,1.07721655,0.07438044,1
211,21,Basic pharmaceuticals,central,2022,78.6,0.16380384,-1.80908567,1
493,49,Other land passenger transport,south,2011,46.7,0.14165398,-1.95436794,1
771,77,Renting of equipment,south,2018,68.4,0.02182334,-3.82477504,1
360,36,Water collection and supply,north,2023,83.1,0.07914636,-2.53645646,1
110,11,Beverages,east,2023,83.1,0.08560207,-2.45804576,1
891,8,Mining of chemical minerals,central,2023,83.1,0.15900458,-1.83882228,1
461,46,Wholesale of agricultural materials,east,2011,46.7,0.0516169,-2.96390609,1
710,7,Mining of iron ores,south,2020,74.2,0.19372002,-1.64134137,1
103,10,Processing fruits and vegetables,north,2012,53.4,0.08774464,-2.43332445,1
181,18,Printing and publishing,central,2014,61.0,0.08147654,-2.50744016,1
421,42,Roads and railways construction,south,2019,70.4,0.29328,-1.22662749,0
651,65,Insurance,east,2023,83.1,0.0053795,-5.22515899,1
202,20,Agrochemicals,west,2010,45.7,0.41758141,-0.87327576,1
106,10,Grain mill products,central,2021,73.9,0.07612607,-2.57536452,1
360,36,Water collection and supply,east,2017,65.1,0.08785768,-2.43203707,1
275,27,Domestic appliances,central,2010,45.7,0.45931824,-0.77801198,1
121,1,Growing vegetables,east,2020,74.2,0.04569783,-3.08570446,1
351,35,Generation of electricity,east,2017,65.1,1.20373681,0.18543073,1
900,90,Creative and performing arts,east,2017,65.1,0.01482613,-4.2113643,1
600,6,Extraction of crude petroleum,north,2012,53.4,0.22088972,-1.51009171,1
731,73,Advertising,west,2021,73.9,0.00813968,-4.81100432,1
261,26,Electronic components,east,2011,46.7,0.43234914,-0.83852183,1
360,36,Water collection and supply,central,2011,46.7,0.08586145,-2.45502031,1
851,85,Pre-primary education,south,2010,45.7,0.0168678,-4.08234884,1
900,90,Creative and performing arts,south,2014,61.0,0.01503086,-4.1976499,1
620,62,Computer programming and consultancy,north,2013,58.6,0.01348189,-4.30640796,1
853,85,Secondary education,north,2022,78.6,0.0146306,-4.22464012,1
151,1,Mixed farming,north,2017,65.1,0.08468516,-2.46881491,0
461,46,Wholesale of agricultural materials,central,2010,45.7,0.04679384,-3.06200377,1
105,10,Dairy products,west,2015,65.5,0.13390003,-2.01066181,0
191,19,Coke oven products,central,2017,65.1,0.93955403,-0.06234995,1
192,19,Refined petroleum products,north,2016,67.1,0.9928925,-0.00713288,1
900,90,Creative and performing arts,west,2019,70.4,0.00947994,-4.65857753,1
289,28,Other special machinery,central,2010,45.7,0.6677507,-0.40384038,1
291,29,Motor vehicles,north,2022,78.6,0.42936758,-0.8454419,0
561,56,Restaurants,south,2014,61.0,0.05541322,-2.89293709,1
641,64,Banking,south,2020,74.2,0.00924429,-4.68374915,1
239,23,Other non-metallic mineral products,north,2010,45.7,0.50643276,-0.68036371,1
741,74,Design activities,west,2011,46.7,0.00909877,-4.69961589,1
360,36,Water collection and supply,east,2013,58.6,0.1029366,-2.27364202,1
383,38,Recycling of metal waste,west,2017,65.1,0.06659808,-2.7090795,0
321,32,Jewellery,central,2019,70.4,0.36222358,-1.01549362,1
471,47,Retail in non-specialised stores,south,2017,65.1,0.01717285,-4.06442551,1
243,24,Aluminium,east,2012,53.4,8.37182685,2.12487212,1
381,38,Collection of non-hazardous waste,west,2011,46.7,0.09952545,-2.30734186,0
203,20,Paints and coatings,central,2019,70.4,0.29925,-1.20647593,0
293,29,Auto parts and accessories,south,2014,61.0,0.36052481,-1.0201945,1
461,46,Wholesale of agricultural materials,east,2011,46.7,0.04396803,-3.12429256,0
141,14,Wearing apparel,central,2023,83.1,0.1132212,-2.17841187,1
475,47,Retail of household goods,south,2018,68.4,0.01579483,-4.14807239,1
352,35,Gas distribution,west,2013,58.6,0.58628268,-0.53395322,1
303,30,Aircraft,south,2017,65.1,0.28008832,-1.27265028,0
771,77,Renting of equipment,west,2023,83.1,0.01955218,-3.93466847,1
561,56,Restaurants,south,2020,74.2,0.05520894,-2.89663041,1
222,22,Plastic products,east,2021,73.9,0.40687682,-0.8992448,1
252,25,Tanks and reservoirs,central,2018,68.4,0.65705521,-0.41998722,0
741,74,Design activities,north,2019,70.4,0.0073248,-4.91648897,1
501,50,Sea transport,east,2013,58.6,0.01675419,-4.08910704,1
103,10,Processing fruits and vegetables,central,2022,78.6,0.09069313,-2.40027372,1
239,23,Other non-metallic mineral products,east,2012,53.4,0.41446893,-0.88075727,1
131,13,Spinning and weaving,central,2022,78.6,0.20661622,-1.57689221,1
106,10,Grain mill products,west,2013,58.6,0.12238098,-2.10061627,1
351,35,Generation of electricity,west,2020,74.2,0.76439258,-0.26867377,1
471,47,Retail in non-specialised stores,south,2016,67.1,0.01808772,-4.0125221,0
383,38,Recycling of metal waste,south,2017,65.1,0.06387979,-2.75075219,0
741,74,Design activities,south,2015,65.5,0.00756331,-4.88444687,1
512,51,Air freight,east,2020,74.2,1.53298741,0.42721839,1
244,24,"Lead, zinc, and tin",south,2011,46.7,2.83631374,1.04250523,1
731,73,Advertising,east,2015,65.5,0.00830155,-4.79131244,1
720,7,Mining of non-ferrous metal ores,south,2014,61.0,0.27840655,-1.27867281,0
262,26,Computers and peripherals,west,2019,70.4,0.23716727,-1.4389896,1
551,55,Hotels,north,2022,78.6,0.11190397,-2.19011418,1
102,10,Processing fish,central,2011,46.7,0.15133281,-1.88827382,1
370,37,Sewerage treatment,north,2014,61.0,0.11645784,-2.15022599,1
221,22,Rubber products,central,2011,46.7,0.35753892,-1.02851106,0
221,22,Rubber products,south,2014,61.0,0.31653837,-1.15031081,1
551,55,Hotels,east,2014,61.0,0.10102558,-2.29238154,1
141,14,Wearing apparel,north,2023,83.1,0.10374531,-2.26581632,0
105,10,Dairy products,north,2016,67.1,0.1374585,-1.98443321,1
243,24,Aluminium,south,2019,70.4,6.298,1.84023212,0
451,45,Sale of motor vehicles,south,2015,65.5,0.02568694,-3.66177242,0
382,38,Treatment of non-hazardous waste,central,2019,70.4,0.25889964,-1.35131477,1
720,7,Mining of non-ferrous metal ores,north,2015,65.5,0.42368474,-0.85876563,1
202,20,Agrochemicals,east,2016,67.1,0.58666254,-0.53330552,1
101,10,Processing meat,central,2012,53.4,0.11640908,-2.15064472,1
232,23,Refractory products,north,2022,78.6,0.45216807,-0.79370133,1
351,35,Generation of electricity,east,2018,68.4,1.09391846,0.08976617,1
252,25,Tanks and reservoirs,central,2022,78.6,0.60111461,-0.50896966,0
641,64,Banking,south,2023,83.1,0.00794074,-4.83574906,1
244,24,"Lead, zinc, and tin",east,2018,68.4,3.14220371,1.14492437,1
810,8,Quarrying of stone,east,2015,65.5,0.09667928,-2.33635619,1
120,12,Tobacco products,east,2020,74.2,0.06138672,-2.79056171,1
111,1,Growing cereals,west,2018,68.4,0.05091262,-2.97764451,1
931,93,Sports activities,west,2011,46.7,0.03294976,-3.41277143,1
551,55,Hotels,central,2022,78.6,0.08055261,-2.51884483,1
551,55,Hotels,south,2021,73.9,0.05677693,-2.86862527,1
102,10,Processing fish,west,2021,73.9,0.09918466,-2.31077188,1
681,68,Real estate activities,north,2022,78.6,0.01864228,-3.98232325,1
202,20,Agrochemicals,south,2018,68.4,0.5167692,-0.66015892,1
561,56,Restaurants,south,2012,53.4,0.06677583,-2.70641407,1
251,25,Structural metal products,north,2011,46.7,0.88390072,-0.12341053,0
181,18,Printing and publishing,south,2021,73.9,0.06514015,-2.73121423,1
191,19,Coke oven products,west,2019,70.4,0.78499548,-0.24207732,1
741,74,Design activities,north,2010,45.7,0.00828457,-4.79336079,1
141,1,Raising cattle,central,2016,67.1,0.20962771,-1.56242211,1
521,52,Cargo warehousing,north,2012,53.4,0.05144337,-2.96727372,1
241,24,Basic iron and steel,east,2016,67.1,2.34697262,0.85312625,1
106,10,Grain mill products,south,2014,61.0,0.08614844,-2.45168339,0
641,64,Banking,central,2016,67.1,0.0107103,-4.53654973,1
411,41,Building construction,east,2022,78.6,0.31015242,-1.17069141,1
151,15,Leather tanning,west,2014,61.0,0.14793796,-1.9109623,1
600,6,Extraction of crude petroleum,east,2010,45.7,0.27847283,-1.27843477,1
861,86,Hospital activities,central,2018,68.4,0.04831288,-3.03005702,0
231,23,Glass products,east,2022,78.6,0.45719696,-0.78264099,0
861,86,Hospital activities,north,2017,65.1,0.0508111,-2.97964053,0
531,53,Postal activities,north,2012,53.4,0.09250992,-2.38043937,1
512,51,Air freight,west,2022,78.6,1.17638294,0.16244443,1
141,14,Wearing apparel,central,2020,74.2,0.10552774,-2.24878144,1
202,20,Agrochemicals,west,2015,65.5,0.47313728,-0.74836971,1
871,87,Residential care,west,2020,74.2,0.03715024,-3.29278498,1
631,63,Data processing,west,2010,45.7,0.03669376,-3.30514869,1
370,37,Sewerage treatment,north,2015,65.5,0.12199939,-2.10373921,1
462,46,Wholesale of textiles,west,2022,78.6,0.03189099,-3.44543162,1
191,19,Coke oven products,south,2015,65.5,0.89938457,-0.10604456,1
492,49,Freight rail transport,north,2021,73.9,0.02892408,-3.54308095,0
244,24,"Lead, zinc, and tin",south,2011,46.7,2.99275704,1.09619505,1
475,47,Retail of household goods,west,2015,65.5,0.01344867,-4.30887508,1
239,23,Other non-metallic mineral products,west,2012,53.4,0.47428199,-0.74595323,1
581,58,Publishing,east,2022,78.6,0.0220189,-3.81585418,1
581,58,Publishing,south,2013,58.6,0.02740096,-3.59717734,1
510,5,Mining of hard coal,central,2014,61.0,0.24424682,-1.40957602,1
681,68,Real estate activities,west,2017,65.1,0.01467503,-4.22160787,1
232,23,Refractory products,north,2020,74.2,0.45699666,-0.7830792,1
235,23,Cement and lime,south,2015,65.5,0.84134461,-0.17275394,1
262,26,Computers and peripherals,west,2011,46.7,0.23183576,-1.46172608,0
782,78,Temporary employment agencies,west,2020,74.2,0.00524924,-5.24967103,1
181,18,Printing and publishing,east,2012,53.4,0.09259406,-2.37953028,1
