year,month,sector,co2_mt,date,month_sin,month_cos,year_norm,sector_id,category_id
2013,3,cement,16.632,2013-03-01,1.0,6.123233995736766e-17,0.696969696969697,3,1
2013,4,cement,21.57,2013-04-01,0.8660254037844387,-0.4999999999999998,0.696969696969697,3,1
2013,5,cement,18.556,2013-05-01,0.49999999999999994,-0.8660254037844387,0.696969696969697,3,1
2013,6,cement,21.213,2013-06-01,1.2246467991473532e-16,-1.0,0.696969696969697,3,1
2013,7,cement,19.708,2013-07-01,-0.4999999999999997,-0.8660254037844388,0.696969696969697,3,1
2013,8,cement,18.107,2013-08-01,-0.8660254037844384,-0.5000000000000004,0.696969696969697,3,1
2013,9,cement,19.224,2013-09-01,-1.0,-1.8369701987210297e-16,0.696969696969697,3,1
2013,10,cement,20.266,2013-10-01,-0.8660254037844386,0.5000000000000001,0.696969696969697,3,1
2013,11,cement,18.179,2013-11-01,-0.5000000000000004,0.8660254037844384,0.696969696969697,3,1
2013,12,cement,17.913,2013-12-01,-2.4492935982947064e-16,1.0,0.696969696969697,3,1
2014,1,cement,18.06,2014-01-01,0.49999999999999994,0.8660254037844387,0.7272727272727273,3,1
2014,2,cement,14.568,2014-02-01,0.8660254037844386,0.5000000000000001,0.7272727272727273,3,1
2014,3,cement,17.391,2014-03-01,1.0,6.123233995736766e-17,0.7272727272727273,3,1
2014,4,cement,21.028,2014-04-01,0.8660254037844387,-0.4999999999999998,0.7272727272727273,3,1
2014,5,cement,21.319,2014-05-01,0.49999999999999994,-0.8660254037844387,0.7272727272727273,3,1
2014,6,cement,21.368,2014-06-01,1.2246467991473532e-16,-1.0,0.7272727272727273,3,1
2014,7,cement,20.005,2014-07-01,-0.4999999999999997,-0.8660254037844388,0.7272727272727273,3,1
2014,8,cement,21.977,2014-08-01,-0.8660254037844384,-0.5000000000000004,0.7272727272727273,3,1
2014,9,cement,19.419,2014-09-01,-1.0,-1.8369701987210297e-16,0.7272727272727273,3,1
2014,10,cement,16.791,2014-10-01,-0.8660254037844386,0.5000000000000001,0.7272727272727273,3,1
2014,11,cement,20.323,2014-11-01,-0.5000000000000004,0.8660254037844384,0.7272727272727273,3,1
2014,12,cement,18.261,2014-12-01,-2.4492935982947064e-16,1.0,0.7272727272727273,3,1
2015,1,cement,18.003,2015-01-01,0.49999999999999994,0.8660254037844387,0.7575757575757576,3,1
2015,2,cement,16.264,2015-02-01,0.8660254037844386,0.5000000000000001,0.7575757575757576,3,1
2015,3,cement,19.986,2015-03-01,1.0,6.123233995736766e-17,0.7575757575757576,3,1
2015,4,cement,20.39,2015-04-01,0.8660254037844387,-0.4999999999999998,0.7575757575757576,3,1
2015,5,cement,23.196,2015-05-01,0.49999999999999994,-0.8660254037844387,0.7575757575757576,3,1
2015,6,cement,21.289,2015-06-01,1.2246467991473532e-16,-1.0,0.7575757575757576,3,1
2015,7,cement,22.716,2015-07-01,-0.4999999999999997,-0.8660254037844388,0.7575757575757576,3,1
2015,8,cement,19.073,2015-08-01,-0.8660254037844384,-0.5000000000000004,0.7575757575757576,3,1
2015,9,cement,21.954,2015-09-01,-1.0,-1.8369701987210297e-16,0.7575757575757576,3,1
2015,10,cement,19.685,2015-10-01,-0.8660254037844386,0.5000000000000001,0.7575757575757576,3,1
2015,11,cement,19.027,2015-11-01,-0.5000000000000004,0.8660254037844384,0.7575757575757576,3,1
2015,12,cement,21.005,2015-12-01,-2.4492935982947064e-16,1.0,0.7575757575757576,3,1
2016,1,cement,18.825,2016-01-01,0.49999999999999994,0.8660254037844387,0.7878787878787878,3,1
2016,2,cement,17.245,2016-02-01,0.8660254037844386,0.5000000000000001,0.7878787878787878,3,1
2016,3,cement,21.396,2016-03-01,1.0,6.123233995736766e-17,0.7878787878787878,3,1
2016,4,cement,21.474,2016-04-01,0.8660254037844387,-0.4999999999999998,0.7878787878787878,3,1
2016,5,cement,21.982,2016-05-01,0.49999999999999994,-0.8660254037844387,0.7878787878787878,3,1
2016,6,cement,23.031,2016-06-01,1.2246467991473532e-16,-1.0,0.7878787878787878,3,1
2016,7,cement,24.049,2016-07-01,-0.4999999999999997,-0.8660254037844388,0.7878787878787878,3,1
2016,8,cement,22.791,2016-08-01,-0.8660254037844384,-0.5000000000000004,0.7878787878787878,3,1
2016,9,cement,20.182,2016-09-01,-1.0,-1.8369701987210297e-16,0.7878787878787878,3,1
2016,10,cement,19.375,2016-10-01,-0.8660254037844386,0.5000000000000001,0.7878787878787878,3,1
2016,11,cement,19.76,2016-11-01,-0.5000000000000004,0.8660254037844384,0.7878787878787878,3,1
2016,12,cement,19.874,2016-12-01,-2.4492935982947064e-16,1.0,0.7878787878787878,3,1
2017,1,cement,19.852,2017-01-01,0.49999999999999994,0.8660254037844387,0.8181818181818182,3,1
2017,2,cement,17.436,2017-02-01,0.8660254037844386,0.5000000000000001,0.8181818181818182,3,1
2017,3,cement,21.13,2017-03-01,1.0,6.123233995736766e-17,0.8181818181818182,3,1
2017,4,cement,21.76,2017-04-01,0.8660254037844387,-0.4999999999999998,0.8181818181818182,3,1
2017,5,cement,26.033,2017-05-01,0.49999999999999994,-0.8660254037844387,0.8181818181818182,3,1
2017,6,cement,22.132,2017-06-01,1.2246467991473532e-16,-1.0,0.8181818181818182,3,1
2017,7,cement,22.484,2017-07-01,-0.4999999999999997,-0.8660254037844388,0.8181818181818182,3,1
2017,8,cement,23.816,2017-08-01,-0.8660254037844384,-0.5000000000000004,0.8181818181818182,3,1
2017,9,cement,22.124,2017-09-01,-1.0,-1.8369701987210297e-16,0.8181818181818182,3,1
2017,10,cement,22.369,2017-10-01,-0.8660254037844386,0.5000000000000001,0.8181818181818182,3,1
2017,11,cement,20.322,2017-11-01,-0.5000000000000004,0.8660254037844384,0.8181818181818182,3,1
2017,12,cement,22.292,2017-12-01,-2.4492935982947064e-16,1.0,0.8181818181818182,3,1
2018,1,cement,16.928,2018-01-01,0.49999999999999994,0.8660254037844387,0.8484848484848485,3,1
2018,2,cement,19.339,2018-02-01,0.8660254037844386,0.5000000000000001,0.8484848484848485,3,1
2018,3,cement,22.497,2018-03-01,1.0,6.123233995736766e-17,0.8484848484848485,3,1
2018,4,cement,25.311,2018-04-01,0.8660254037844387,-0.4999999999999998,0.8484848484848485,3,1
2018,5,cement,23.424,2018-05-01,0.49999999999999994,-0.8660254037844387,0.8484848484848485,3,1
2018,6,cement,23.196,2018-06-01,1.2246467991473532e-16,-1.0,0.8484848484848485,3,1
2018,7,cement,24.91,2018-07-01,-0.4999999999999997,-0.8660254037844388,0.8484848484848485,3,1
2018,8,cement,22.639,2018-08-01,-0.8660254037844384,-0.5000000000000004,0.8484848484848485,3,1
2018,9,cement,22.143,2018-09-01,-1.0,-1.8369701987210297e-16,0.8484848484848485,3,1
2018,10,cement,21.947,2018-10-01,-0.8660254037844386,0.5000000000000001,0.8484848484848485,3,1
2018,11,cement,20.186,2018-11-01,-0.5000000000000004,0.8660254037844384,0.8484848484848485,3,1
2018,12,cement,22.2,2018-12-01,-2.4492935982947064e-16,1.0,0.8484848484848485,3,1
2019,1,cement,20.432,2019-01-01,0.49999999999999994,0.8660254037844387,0.8787878787878788,3,1
2019,2,cement,20.062,2019-02-01,0.8660254037844386,0.5000000000000001,0.8787878787878788,3,1
2019,3,cement,22.772,2019-03-01,1.0,6.123233995736766e-17,0.8787878787878788,3,1
2019,4,cement,22.559,2019-04-01,0.8660254037844387,-0.4999999999999998,0.8787878787878788,3,1
2019,5,cement,26.309,2019-05-01,0.49999999999999994,-0.8660254037844387,0.8787878787878788,3,1
2019,6,cement,26.217,2019-06-01,1.2246467991473532e-16,-1.0,0.8787878787878788,3,1
2019,7,cement,26.017,2019-07-01,-0.4999999999999997,-0.8660254037844388,0.8787878787878788,3,1
2019,8,cement,25.029,2019-08-01,-0.8660254037844384,-0.5000000000000004,0.8787878787878788,3,1
2019,9,cement,22.981,2019-09-01,-1.0,-1.8369701987210297e-16,0.8787878787878788,3,1
2019,10,cement,20.995,2019-10-01,-0.8660254037844386,0.5000000000000001,0.8787878787878788,3,1
2019,11,cement,24.482,2019-11-01,-0.5000000000000004,0.8660254037844384,0.8787878787878788,3,1
2019,12,cement,22.344,2019-12-01,-2.4492935982947064e-16,1.0,0.8787878787878788,3,1
2020,1,cement,18.388,2020-01-01,0.49999999999999994,0.8660254037844387,0.9090909090909091,3,1
2020,2,cement,15.643,2020-02-01,0.8660254037844386,0.5000000000000001,0.9090909090909091,3,1
2020,3,cement,20.477,2020-03-01,1.0,6.123233995736766e-17,0.9090909090909091,3,1
2020,4,cement,21.821,2020-04-01,0.8660254037844387,-0.4999999999999998,0.9090909090909091,3,1
2020,5,cement,19.111,2020-05-01,0.49999999999999994,-0.8660254037844387,0.9090909090909091,3,1
2020,6,cement,23.298,2020-06-01,1.2246467991473532e-16,-1.0,0.9090909090909091,3,1
2020,7,cement,21.92,2020-07-01,-0.4999999999999997,-0.8660254037844388,0.9090909090909091,3,1
2020,8,cement,23.345,2020-08-01,-0.8660254037844384,-0.5000000000000004,0.9090909090909091,3,1
2020,9,cement,21.244,2020-09-01,-1.0,-1.8369701987210297e-16,0.9090909090909091,3,1
2020,10,cement,20.489,2020-10-01,-0.8660254037844386,0.5000000000000001,0.9090909090909091,3,1
2020,11,cement,19.144,2020-11-01,-0.5000000000000004,0.8660254037844384,0.9090909090909091,3,1
2020,12,cement,21.041,2020-12-01,-2.4492935982947064e-16,1.0,0.9090909090909091,3,1
2021,1,cement,20.066,2021-01-01,0.49999999999999994,0.8660254037844387,0.9393939393939394,3,1
2021,2,cement,18.702,2021-02-01,0.8660254037844386,0.5000000000000001,0.9393939393939394,3,1
2021,3,cement,21.432,2021-03-01,1.0,6.123233995736766e-17,0.9393939393939394,3,1
2021,4,cement,23.37,2021-04-01,0.8660254037844387,-0.4999999999999998,0.9393939393939394,3,1
2021,5,cement,24.029,2021-05-01,0.49999999999999994,-0.8660254037844387,0.9393939393939394,3,1
2021,6,cement,23.569,2021-06-01,1.2246467991473532e-16,-1.0,0.9393939393939394,3,1
2021,7,cement,22.42,2021-07-01,-0.4999999999999997,-0.8660254037844388,0.9393939393939394,3,1
2021,8,cement,22.338,2021-08-01,-0.8660254037844384,-0.5000000000000004,0.9393939393939394,3,1
2021,9,cement,21.178,2021-09-01,-1.0,-1.8369701987210297e-16,0.9393939393939394,3,1
2021,10,cement,21.674,2021-10-01,-0.8660254037844386,0.5000000000000001,0.9393939393939394,3,1
2021,11,cement,18.967,2021-11-01,-0.5000000000000004,0.8660254037844384,0.9393939393939394,3,1
2021,12,cement,22.978,2021-12-01,-2.4492935982947064e-16,1.0,0.9393939393939394,3,1
2022,1,cement,20.505,2022-01-01,0.49999999999999994,0.8660254037844387,0.9696969696969697,3,1
2022,2,cement,22.046,2022-02-01,0.8660254037844386,0.5000000000000001,0.9696969696969697,3,1
2022,3,cement,26.448,2022-03-01,1.0,6.123233995736766e-17,0.9696969696969697,3,1
2022,4,cement,24.884,2022-04-01,0.8660254037844387,-0.4999999999999998,0.9696969696969697,3,1
2022,5,cement,26.74,2022-05-01,0.49999999999999994,-0.8660254037844387,0.9696969696969697,3,1
2022,6,cement,23.403,2022-06-01,1.2246467991473532e-16,-1.0,0.9696969696969697,3,1
2022,7,cement,26.078,2022-07-01,-0.4999999999999997,-0.8660254037844388,0.9696969696969697,3,1
2022,8,cement,25.312,2022-08-01,-0.8660254037844384,-0.5000000000000004,0.9696969696969697,3,1
2022,9,cement,25.277,2022-09-01,-1.0,-1.8369701987210297e-16,0.9696969696969697,3,1
2022,10,cement,24.394,2022-10-01,-0.8660254037844386,0.5000000000000001,0.9696969696969697,3,1
2022,11,cement,20.649,2022-11-01,-0.5000000000000004,0.8660254037844384,0.9696969696969697,3,1
2022,12,cement,25.077,2022-12-01,-2.4492935982947064e-16,1.0,0.9696969696969697,3,1
2023,1,cement,24.554,2023-01-01,0.49999999999999994,0.8660254037844387,1.0,3,1
2023,2,cement,21.987,2023-02-01,0.8660254037844386,0.5000000000000001,1.0,3,1
2023,3,cement,23.426,2023-03-01,1.0,6.123233995736766e-17,1.0,3,1
2023,4,cement,30.808,2023-04-01,0.8660254037844387,-0.4999999999999998,1.0,3,1
2023,5,cement,26.91,2023-05-01,0.49999999999999994,-0.8660254037844387,1.0,3,1
2023,6,cement,29.886,2023-06-01,1.2246467991473532e-16,-1.0,1.0,3,1
2023,7,cement,28.182,2023-07-01,-0.4999999999999997,-0.8660254037844388,1.0,3,1
2023,8,cement,25.496,2023-08-01,-0.8660254037844384,-0.5000000000000004,1.0,3,1
2023,9,cement,28.012,2023-09-01,-1.0,-1.8369701987210297e-16,1.0,3,1
2023,10,cement,24.506,2023-10-01,-0.8660254037844386,0.5000000000000001,1.0,3,1
2023,11,cement,26.58,2023-11-01,-0.5000000000000004,0.8660254037844384,1.0,3,1
2023,12,cement,26.458,2023-12-01,-2.4492935982947064e-16,1.0,1.0,3,1
1990,1,coal,51.605,1990-01-01,0.49999999999999994,0.8660254037844387,0.0,1,1
1990,2,coal,44.411,1990-02-01,0.8660254037844386,0.5000000000000001,0.0,1,1
1990,3,coal,47.095,1990-03-01,1.0,6.123233995736766e-17,0.0,1,1
1990,4,coal,45.664,1990-04-01,0.8660254037844387,-0.4999999999999998,0.0,1,1
1990,5,coal,45.665,1990-05-01,0.49999999999999994,-0.8660254037844387,0.0,1,1
1990,6,coal,47.597,1990-06-01,1.2246467991473532e-16,-1.0,0.0,1,1
1990,7,coal,47.049,1990-07-01,-0.4999999999999997,-0.8660254037844388,0.0,1,1
1990,8,coal,41.6,1990-08-01,-0.8660254037844384,-0.5000000000000004,0.0,1,1
1990,9,coal,43.919,1990-09-01,-1.0,-1.8369701987210297e-16,0.0,1,1
1990,10,coal,46.939,1990-10-01,-0.8660254037844386,0.5000000000000001,0.0,1,1
1990,11,coal,43.624,1990-11-01,-0.5000000000000004,0.8660254037844384,0.0,1,1
1990,12,coal,40.866,1990-12-01,-2.4492935982947064e-16,1.0,0.0,1,1
1991,1,coal,51.593,1991-01-01,0.49999999999999994,0.8660254037844387,0.030303030303030304,1,1
1991,2,coal,42.332,1991-02-01,0.8660254037844386,0.5000000000000001,0.030303030303030304,1,1
1991,3,coal,43.337,1991-03-01,1.0,6.123233995736766e-17,0.030303030303030304,1,1
1991,4,coal,46.115,1991-04-01,0.8660254037844387,-0.4999999999999998,0.030303030303030304,1,1
1991,5,coal,58.147,1991-05-01,0.49999999999999994,-0.8660254037844387,0.030303030303030304,1,1
1991,6,coal,46.416,1991-06-01,1.2246467991473532e-16,-1.0,0.030303030303030304,1,1
1991,7,coal,52.395,1991-07-01,-0.4999999999999997,-0.8660254037844388,0.030303030303030304,1,1
1991,8,coal,43.32,1991-08-01,-0.8660254037844384,-0.5000000000000004,0.030303030303030304,1,1
1991,9,coal,47.24,1991-09-01,-1.0,-1.8369701987210297e-16,0.030303030303030304,1,1
1991,10,coal,47.956,1991-10-01,-0.8660254037844386,0.5000000000000001,0.030303030303030304,1,1
1991,11,coal,48.193,1991-11-01,-0.5000000000000004,0.8660254037844384,0.030303030303030304,1,1
1991,12,coal,49.275,1991-12-01,-2.4492935982947064e-16,1.0,0.030303030303030304,1,1
1992,1,coal,54.172,1992-01-01,0.49999999999999994,0.8660254037844387,0.06060606060606061,1,1
1992,2,coal,49.81,1992-02-01,0.8660254037844386,0.5000000000000001,0.06060606060606061,1,1
1992,3,coal,45.058,1992-03-01,1.0,6.123233995736766e-17,0.06060606060606061,1,1
1992,4,coal,45.655,1992-04-01,0.8660254037844387,-0.4999999999999998,0.06060606060606061,1,1
1992,5,coal,54.414,1992-05-01,0.49999999999999994,-0.8660254037844387,0.06060606060606061,1,1
1992,6,coal,49.298,1992-06-01,1.2246467991473532e-16,-1.0,0.06060606060606061,1,1
1992,7,coal,51.649,1992-07-01,-0.4999999999999997,-0.8660254037844388,0.06060606060606061,1,1
1992,8,coal,50.395,1992-08-01,-0.8660254037844384,-0.5000000000000004,0.06060606060606061,1,1
1992,9,coal,53.402,1992-09-01,-1.0,-1.8369701987210297e-16,0.06060606060606061,1,1
1992,10,coal,46.812,1992-10-01,-0.8660254037844386,0.5000000000000001,0.06060606060606061,1,1
1992,11,coal,46.559,1992-11-01,-0.5000000000000004,0.8660254037844384,0.06060606060606061,1,1
1992,12,coal,49.084,1992-12-01,-2.4492935982947064e-16,1.0,0.06060606060606061,1,1
1993,1,coal,49.96,1993-01-01,0.49999999999999994,0.8660254037844387,0.09090909090909091,1,1
1993,2,coal,47.536,1993-02-01,0.8660254037844386,0.5000000000000001,0.09090909090909091,1,1
1993,3,coal,48.495,1993-03-01,1.0,6.123233995736766e-17,0.09090909090909091,1,1
1993,4,coal,46.068,1993-04-01,0.8660254037844387,-0.4999999999999998,0.09090909090909091,1,1
1993,5,coal,56.962,1993-05-01,0.49999999999999994,-0.8660254037844387,0.09090909090909091,1,1
1993,6,coal,47.499,1993-06-01,1.2246467991473532e-16,-1.0,0.09090909090909091,1,1
1993,7,coal,55.246,1993-07-01,-0.4999999999999997,-0.8660254037844388,0.09090909090909091,1,1
1993,8,coal,55.314,1993-08-01,-0.8660254037844384,-0.5000000000000004,0.09090909090909091,1,1
1993,9,coal,50.954,1993-09-01,-1.0,-1.8369701987210297e-16,0.09090909090909091,1,1
1993,10,coal,49.31,1993-10-01,-0.8660254037844386,0.5000000000000001,0.09090909090909091,1,1
1993,11,coal,49.313,1993-11-01,-0.5000000000000004,0.8660254037844384,0.09090909090909091,1,1
1993,12,coal,52.378,1993-12-01,-2.4492935982947064e-16,1.0,0.09090909090909091,1,1
1994,1,coal,56.029,1994-01-01,0.49999999999999994,0.8660254037844387,0.12121212121212122,1,1
1994,2,coal,44.839,1994-02-01,0.8660254037844386,0.5000000000000001,0.12121212121212122,1,1
1994,3,coal,53.063,1994-03-01,1.0,6.123233995736766e-17,0.12121212121212122,1,1
1994,4,coal,54.727,1994-04-01,0.8660254037844387,-0.4999999999999998,0.12121212121212122,1,1
1994,5,coal,48.706,1994-05-01,0.49999999999999994,-0.8660254037844387,0.12121212121212122,1,1
1994,6,coal,58.496,1994-06-01,1.2246467991473532e-16,-1.0,0.12121212121212122,1,1
1994,7,coal,51.457,1994-07-01,-0.4999999999999997,-0.8660254037844388,0.12121212121212122,1,1
1994,8,coal,57.508,1994-08-01,-0.8660254037844384,-0.5000000000000004,0.12121212121212122,1,1
1994,9,coal,49.654,1994-09-01,-1.0,-1.8369701987210297e-16,0.12121212121212122,1,1
1994,10,coal,52.426,1994-10-01,-0.8660254037844386,0.5000000000000001,0.12121212121212122,1,1
1994,11,coal,50.028,1994-11-01,-0.5000000000000004,0.8660254037844384,0.12121212121212122,1,1
1994,12,coal,51.256,1994-12-01,-2.4492935982947064e-16,1.0,0.12121212121212122,1,1
1995,1,coal,58.24,1995-01-01,0.49999999999999994,0.8660254037844387,0.15151515151515152,1,1
1995,2,coal,50.441,1995-02-01,0.8660254037844386,0.5000000000000001,0.15151515151515152,1,1
1995,3,coal,52.572,1995-03-01,1.0,6.123233995736766e-17,0.15151515151515152,1,1
1995,4,coal,56.651,1995-04-01,0.8660254037844387,-0.4999999999999998,0.15151515151515152,1,1
1995,5,coal,61.72,1995-05-01,0.49999999999999994,-0.8660254037844387,0.15151515151515152,1,1
1995,6,coal,58.812,1995-06-01,1.2246467991473532e-16,-1.0,0.15151515151515152,1,1
1995,7,coal,56.495,1995-07-01,-0.4999999999999997,-0.8660254037844388,0.15151515151515152,1,1
1995,8,coal,53.849,1995-08-01,-0.8660254037844384,-0.5000000000000004,0.15151515151515152,1,1
1995,9,coal,52.902,1995-09-01,-1.0,-1.8369701987210297e-16,0.15151515151515152,1,1
1995,10,coal,55.197,1995-10-01,-0.8660254037844386,0.5000000000000001,0.15151515151515152,1,1
1995,11,coal,50.482,1995-11-01,-0.5000000000000004,0.8660254037844384,0.15151515151515152,1,1
1995,12,coal,50.975,1995-12-01,-2.4492935982947064e-16,1.0,0.15151515151515152,1,1
1996,1,coal,68.694,1996-01-01,0.49999999999999994,0.8660254037844387,0.18181818181818182,1,1
1996,2,coal,52.973,1996-02-01,0.8660254037844386,0.5000000000000001,0.18181818181818182,1,1
1996,3,coal,62.268,1996-03-01,1.0,6.123233995736766e-17,0.18181818181818182,1,1
1996,4,coal,49.296,1996-04-01,0.8660254037844387,-0.4999999999999998,0.18181818181818182,1,1
1996,5,coal,57.272,1996-05-01,0.49999999999999994,-0.8660254037844387,0.18181818181818182,1,1
1996,6,coal,60.902,1996-06-01,1.2246467991473532e-16,-1.0,0.18181818181818182,1,1
1996,7,coal,61.049,1996-07-01,-0.4999999999999997,-0.8660254037844388,0.18181818181818182,1,1
1996,8,coal,55.442,1996-08-01,-0.8660254037844384,-0.5000000000000004,0.18181818181818182,1,1
1996,9,coal,60.335,1996-09-01,-1.0,-1.8369701987210297e-16,0.18181818181818182,1,1
1996,10,coal,59.492,1996-10-01,-0.8660254037844386,0.5000000000000001,0.18181818181818182,1,1
1996,11,coal,54.295,1996-11-01,-0.5000000000000004,0.8660254037844384,0.18181818181818182,1,1
1996,12,coal,49.21,1996-12-01,-2.4492935982947064e-16,1.0,0.18181818181818182,1,1
1997,1,coal,62.461,1997-01-01,0.49999999999999994,0.8660254037844387,0.21212121212121213,1,1
1997,2,coal,50.768,1997-02-01,0.8660254037844386,0.5000000000000001,0.21212121212121213,1,1
1997,3,coal,62.424,1997-03-01,1.0,6.123233995736766e-17,0.21212121212121213,1,1
1997,4,coal,57.75,1997-04-01,0.8660254037844387,-0.4999999999999998,0.21212121212121213,1,1
1997,5,coal,55.716,1997-05-01,0.49999999999999994,-0.8660254037844387,0.21212121212121213,1,1
1997,6,coal,62.323,1997-06-01,1.2246467991473532e-16,-1.0,0.21212121212121213,1,1
1997,7,coal,61.337,1997-07-01,-0.4999999999999997,-0.8660254037844388,0.21212121212121213,1,1
1997,8,coal,63.37,1997-08-01,-0.8660254037844384,-0.5000000000000004,0.21212121212121213,1,1
1997,9,coal,53.503,1997-09-01,-1.0,-1.8369701987210297e-16,0.21212121212121213,1,1
1997,10,coal,57.123,1997-10-01,-0.8660254037844386,0.5000000000000001,0.21212121212121213,1,1
1997,11,coal,52.175,1997-11-01,-0.5000000000000004,0.8660254037844384,0.21212121212121213,1,1
1997,12,coal,52.013,1997-12-01,-2.4492935982947064e-16,1.0,0.21212121212121213,1,1
1998,1,coal,62.484,1998-01-01,0.49999999999999994,0.8660254037844387,0.24242424242424243,1,1
1998,2,coal,59.967,1998-02-01,0.8660254037844386,0.5000000000000001,0.24242424242424243,1,1
1998,3,coal,59.345,1998-03-01,1.0,6.123233995736766e-17,0.24242424242424243,1,1
1998,4,coal,57.713,1998-04-01,0.8660254037844387,-0.4999999999999998,0.24242424242424243,1,1
1998,5,coal,59.12,1998-05-01,0.49999999999999994,-0.8660254037844387,0.24242424242424243,1,1
1998,6,coal,56.562,1998-06-01,1.2246467991473532e-16,-1.0,0.24242424242424243,1,1
1998,7,coal,58.387,1998-07-01,-0.4999999999999997,-0.8660254037844388,0.24242424242424243,1,1
1998,8,coal,55.663,1998-08-01,-0.8660254037844384,-0.5000000000000004,0.24242424242424243,1,1
1998,9,coal,56.329,1998-09-01,-1.0,-1.8369701987210297e-16,0.24242424242424243,1,1
1998,10,coal,67.234,1998-10-01,-0.8660254037844386,0.5000000000000001,0.24242424242424243,1,1
1998,11,coal,55.536,1998-11-01,-0.5000000000000004,0.8660254037844384,0.24242424242424243,1,1
1998,12,coal,52.032,1998-12-01,-2.4492935982947064e-16,1.0,0.24242424242424243,1,1
1999,1,coal,62.233,1999-01-01,0.49999999999999994,0.8660254037844387,0.2727272727272727,1,1
1999,2,coal,56.442,1999-02-01,0.8660254037844386,0.5000000000000001,0.2727272727272727,1,1
1999,3,coal,64.684,1999-03-01,1.0,6.123233995736766e-17,0.2727272727272727,1,1
1999,4,coal,61.81,1999-04-01,0.8660254037844387,-0.4999999999999998,0.2727272727272727,1,1
1999,5,coal,61.811,1999-05-01,0.49999999999999994,-0.8660254037844387,0.2727272727272727,1,1
1999,6,coal,56.565,1999-06-01,1.2246467991473532e-16,-1.0,0.2727272727272727,1,1
1999,7,coal,65.108,1999-07-01,-0.4999999999999997,-0.8660254037844388,0.2727272727272727,1,1
1999,8,coal,65.155,1999-08-01,-0.8660254037844384,-0.5000000000000004,0.2727272727272727,1,1
1999,9,coal,59.928,1999-09-01,-1.0,-1.8369701987210297e-16,0.2727272727272727,1,1
1999,10,coal,61.893,1999-10-01,-0.8660254037844386,0.5000000000000001,0.2727272727272727,1,1
1999,11,coal,60.46,1999-11-01,-0.5000000000000004,0.8660254037844384,0.2727272727272727,1,1
1999,12,coal,63.446,1999-12-01,-2.4492935982947064e-16,1.0,0.2727272727272727,1,1
2000,1,coal,66.682,2000-01-01,0.49999999999999994,0.8660254037844387,0.30303030303030304,1,1
2000,2,coal,57.543,2000-02-01,0.8660254037844386,0.5000000000000001,0.30303030303030304,1,1
2000,3,coal,62.828,2000-03-01,1.0,6.123233995736766e-17,0.30303030303030304,1,1
2000,4,coal,59.004,2000-04-01,0.8660254037844387,-0.4999999999999998,0.30303030303030304,1,1
2000,5,coal,60.611,2000-05-01,0.49999999999999994,-0.8660254037844387,0.30303030303030304,1,1
2000,6,coal,61.142,2000-06-01,1.2246467991473532e-16,-1.0,0.30303030303030304,1,1
2000,7,coal,67.553,2000-07-01,-0.4999999999999997,-0.8660254037844388,0.30303030303030304,1,1
2000,8,coal,59.455,2000-08-01,-0.8660254037844384,-0.5000000000000004,0.30303030303030304,1,1
2000,9,coal,64.162,2000-09-01,-1.0,-1.8369701987210297e-16,0.30303030303030304,1,1
2000,10,coal,60.684,2000-10-01,-0.8660254037844386,0.5000000000000001,0.30303030303030304,1,1
2000,11,coal,62.252,2000-11-01,-0.5000000000000004,0.8660254037844384,0.30303030303030304,1,1
2000,12,coal,63.428,2000-12-01,-2.4492935982947064e-16,1.0,0.30303030303030304,1,1
2001,1,coal,72.074,2001-01-01,0.49999999999999994,0.8660254037844387,0.3333333333333333,1,1
2001,2,coal,63.57,2001-02-01,0.8660254037844386,0.5000000000000001,0.3333333333333333,1,1
2001,3,coal,62.363,2001-03-01,1.0,6.123233995736766e-17,0.3333333333333333,1,1
2001,4,coal,63.842,2001-04-01,0.8660254037844387,-0.4999999999999998,0.3333333333333333,1,1
2001,5,coal,70.262,2001-05-01,0.49999999999999994,-0.8660254037844387,0.3333333333333333,1,1
2001,6,coal,67.754,2001-06-01,1.2246467991473532e-16,-1.0,0.3333333333333333,1,1
2001,7,coal,66.958,2001-07-01,-0.4999999999999997,-0.8660254037844388,0.3333333333333333,1,1
2001,8,coal,71.601,2001-08-01,-0.8660254037844384,-0.5000000000000004,0.3333333333333333,1,1
2001,9,coal,69.181,2001-09-01,-1.0,-1.8369701987210297e-16,0.3333333333333333,1,1
2001,10,coal,70.541,2001-10-01,-0.8660254037844386,0.5000000000000001,0.3333333333333333,1,1
2001,11,coal,67.167,2001-11-01,-0.5000000000000004,0.8660254037844384,0.3333333333333333,1,1
2001,12,coal,67.018,2001-12-01,-2.4492935982947064e-16,1.0,0.3333333333333333,1,1
2002,1,coal,67.916,2002-01-01,0.49999999999999994,0.8660254037844387,0.36363636363636365,1,1
2002,2,coal,62.387,2002-02-01,0.8660254037844386,0.5000000000000001,0.36363636363636365,1,1
2002,3,coal,68.78,2002-03-01,1.0,6.123233995736766e-17,0.36363636363636365,1,1
2002,4,coal,75.045,2002-04-01,0.8660254037844387,-0.4999999999999998,0.36363636363636365,1,1
2002,5,coal,60.999,2002-05-01,0.49999999999999994,-0.8660254037844387,0.36363636363636365,1,1
2002,6,coal,72.195,2002-06-01,1.2246467991473532e-16,-1.0,0.36363636363636365,1,1
